ID,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Fees,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Score1,Score2,Utility,Bad
A5342,9,250,215,197,0,25,25,50,22,0,9,2,0,597.9159766,796,0.78876,0
A5343,9,325,362,315,0,25,25,60,1,0,10,3,0,201.2794098,717,0.969015385,0
A5344,9,250,182,181,0,25,25,36,13,0,20,2,0,897.7754474,737,0.72268,0
A5345,9,250,250,230,0,25,25,30,0,0,9,2,0,416.7728451,742,0.92192,0
A5346,9,250,277,209,0,25,25,77,0,0,7,2,0,271.5200277,710,0.8364,0
A5347,9,275,298,286,11,25,36,100,0,103,7,7,29,754.4191751,,1.039236364,0
A5348,9,250,208,226,0,25,25,45,52,0,9,2,0,780.0341659,713,0.90364,0
A5349,9,450,39,22,0,22,22,25,0,0,7,1,0,58.39304739,964,0.048977778,0
A5350,9,250,214,32,0,25,25,214,25,0,7,0,0,780.1889088,957,0.12844,0
A5351,9,450,428,444,0,25,25,25,27,0,11,3,0,763.2636357,694,0.986933333,0
A5352,9,350,315,295,0,25,25,50,20,0,7,3,0,609.3125227,726,0.842742857,0
A5353,9,350,256,330,0,25,25,25,87,0,10,3,0,870.7222279,707,0.943457143,0
A5354,9,350,297,216,0,25,25,246,157,0,7,1,0,670.2538086,764,0.6174,0
A5355,9,400,16,291,0,25,25,150,415,0,10,0,0,452.6072219,670,0.726625,0
A5356,9,325,6,227,0,25,25,25,238,0,7,0,0,24.71375521,,0.697230769,0
A5357,9,250,132,258,8,25,33,50,165,0,9,2,0,162.6079035,669,1.03068,0
A5358,9,250,263,261,11,25,36,36,12,0,20,2,0,259.6220467,,1.04388,0
A5359,9,250,3,0,0,0,0,40,32,0,7,-2,0,459.4980268,702,-0.00024,0
A5360,9,350,252,324,0,25,25,100,162,0,7,3,0,37.27041133,,0.926457143,0
A5361,9,300,337,298,0,25,25,100,61,0,18,3,20,497.6083025,667,0.993933333,0
A5362,9,450,281,266,0,25,25,25,0,0,7,2,0,176.9988608,723,0.590333333,0
A5363,9,300,265,253,0,25,25,40,16,0,9,2,0,512.3530441,688,0.842766667,0
A5364,9,250,1,8,0,8,8,0,0,0,7,0,0,243.9419778,945,0.03,0
A5365,8,400,60,27,0,25,25,40,0,0,7,1,0,92.08531145,950,0.068025,0
A5366,8,250,132,142,0,25,25,162,165,0,7,0,0,430.2744353,914,0.56952,0
A5367,8,250,262,236,0,25,25,37,0,0,9,2,0,732.3262684,659,0.9434,0
A5368,8,400,377,385,0,25,25,25,23,0,7,3,0,591.1879236,698,0.9632,0
A5369,8,250,294,209,0,25,25,94,0,0,7,2,0,258.21191,695,0.83592,0
A5370,8,250,277,7,0,7,7,277,0,0,7,0,0,933.2124512,654,0.028,1
A5371,8,250,327,206,0,25,25,82,0,0,9,2,50,33.43728352,681,0.82552,0
A5372,8,300,242,277,0,25,25,100,125,0,7,2,0,135.0821336,703,0.922866667,0
A5373,8,350,210,227,0,25,25,40,48,0,7,2,0,625.3299699,691,0.647571429,1
A5374,8,400,447,408,8,25,33,50,0,0,7,4,0,267.9553743,644,1.01885,1
A5375,8,400,33,136,0,25,25,78,175,0,7,0,0,864.7016679,,0.340975,0
A5376,8,350,327,351,1,25,26,25,28,0,18,3,0,560.2098282,656,1.003171429,0
A5377,8,325,310,332,7,25,32,25,34,0,10,3,0,640.7262171,663,1.021753846,0
A5378,8,350,282,180,0,25,25,100,-11,0,7,2,0,593.8346855,769,0.514228571,0
A5379,8,350,250,264,0,25,25,25,31,0,7,2,0,361.9072535,706,0.755085714,0
A5380,8,250,239,148,0,25,25,100,0,0,7,2,0,314.8830453,,0.5916,0
A5381,8,250,197,190,0,25,25,25,9,0,7,2,0,918.6879816,708,0.75908,0
A5382,8,300,105,245,0,25,25,105,238,0,7,0,0,912.5650917,777,0.817966667,0
A5383,8,350,313,157,0,25,25,135,0,0,7,-27,0,328.044711,952,0.448971429,0
A5384,8,350,353,345,0,25,25,29,11,0,7,3,0,476.6678636,779,0.9864,0
A5385,8,250,310,101,0,25,25,300,118,0,8,0,35,614.466856,701,0.40392,0
A5386,8,250,124,72,0,25,25,60,0,0,7,1,0,716.0464727,735,0.28616,0
A5387,8,350,327,347,0,25,25,50,60,0,7,3,0,349.8919545,662,0.991714286,0
A5388,8,350,337,333,0,25,25,30,13,0,10,3,0,390.660089,669,0.951571429,0
A5389,8,250,0,232,0,25,25,0,-100,100,8,6,0,289.3506858,,0.92876,1
A5390,8,325,178,264,0,25,25,178,257,0,7,0,0,586.4304417,764,0.813076923,0
A5391,8,350,310,225,0,25,25,100,5,0,7,3,0,847.2039649,753,0.6416,0
A5392,8,250,66,44,0,25,25,30,0,0,7,1,0,242.6840558,898,0.17628,0
A5393,8,250,205,247,0,25,25,25,58,0,7,2,0,61.91870651,948,0.98956,0
A5394,8,400,168,338,0,25,25,25,186,0,7,2,0,655.0468831,709,0.84395,0
A5395,8,300,0,306,6,25,31,48,81,0,7,2,0,695.3191508,,1.018466667,1
A5396,8,350,172,140,0,25,25,40,0,0,7,1,0,393.5407774,871,0.400428571,0
A5397,8,450,178,28,0,25,25,400,243,0,7,0,0,656.9280935,677,0.061644444,0
A5398,8,250,287,130,0,25,25,150,0,0,19,2,29,129.7661115,667,0.51928,0
A5399,8,350,132,145,0,25,25,95,81,0,32,-5,0,780.0632052,842,0.414885714,0
A5400,8,250,176,133,0,25,25,50,0,0,8,1,0,488.6845515,720,0.53144,0
A5401,8,250,241,232,0,25,25,111,94,0,7,2,0,62.82800235,660,0.92892,0
A5402,8,250,155,130,0,25,25,119,111,0,8,1,25,395.2073931,665,0.52112,1
A5403,8,250,2,52,0,25,25,30,72,0,7,0,0,868.7289509,889,0.20704,0
A5404,8,250,165,210,0,25,25,50,84,0,9,2,0,775.8414956,711,0.83904,0
A5405,8,250,269,215,0,25,25,69,4,0,9,2,0,265.5428652,662,0.85888,0
A5406,8,250,216,213,0,25,25,282,270,0,9,0,0,623.1520432,,0.85208,0
A5407,8,250,317,261,11,25,36,65,0,0,7,2,0,760.068767,,1.04356,1
A5408,8,250,262,250,0,25,25,40,17,0,9,2,0,169.394515,711,0.99828,0
A5409,8,350,274,89,0,25,25,200,7,0,8,1,0,381.7845531,731,0.254828571,0
A5410,8,350,364,361,11,25,36,50,38,0,7,3,0,561.1437066,674,1.032342857,0
A5411,8,350,321,325,0,25,25,30,21,0,10,3,0,276.9232613,685,0.929171429,0
A5412,8,350,127,273,0,25,25,127,266,0,7,0,0,52.62824195,725,0.7786,0
A5413,8,300,330,181,0,25,25,161,0,0,9,3,0,442.8277014,664,0.602933333,1
A5414,8,350,431,7,0,7,7,431,0,0,7,0,0,728.525124,599,0.020171429,0
A5415,8,250,126,7,0,7,7,126,0,0,7,0,0,247.2336805,796,0.028,0
A5416,8,250,231,224,0,25,25,40,24,0,7,2,0,779.6864818,694,0.89624,0
A5417,8,250,11,206,0,25,25,11,197,0,9,0,0,596.7061666,668,0.8242,0
A5418,8,250,259,258,8,25,33,50,40,0,7,2,0,868.5480157,655,1.03,0
A5419,8,300,232,228,0,25,25,75,62,0,7,2,0,189.6832406,675,0.7613,0
A5420,8,250,201,220,0,25,25,32,40,0,9,2,0,650.9672505,706,0.87988,0
A5421,8,250,300,234,0,25,25,75,0,0,7,2,0,92.46111996,644,0.937,0
A5422,8,250,118,262,12,25,37,25,158,0,9,2,0,19.61358286,659,1.0472,0
A5423,8,300,274,226,0,25,25,75,16,0,9,2,0,306.7107752,698,0.7546,0
A5424,8,400,400,385,0,25,25,25,0,0,7,3,0,20.15446804,657,0.96305,0
A5425,8,300,254,275,0,25,25,25,35,0,9,2,0,478.9865628,,0.918266667,0
A5426,8,300,29,18,0,18,18,126,107,0,7,0,0,645.4925474,754,0.058666667,1
A5427,8,250,220,257,7,25,32,47,62,0,20,2,0,802.9489655,655,1.02816,1
A5428,8,400,281,240,0,25,25,50,0,0,7,2,0,68.89562114,664,0.600675,0
A5429,8,250,0,182,0,25,25,75,44,0,9,-2,0,259.19439,,0.72696,0
A5430,8,250,286,252,2,25,27,120,78,0,7,2,0,886.8251384,785,1.0098,1
A5431,8,250,84,66,0,25,25,26,0,0,7,1,0,481.3287367,877,0.26264,0
A5432,8,325,302,333,8,25,33,25,48,0,7,1,0,74.43730097,662,1.023384615,0
A5433,8,350,313,295,0,25,25,41,0,0,21,3,0,130.4564135,663,0.844257143,0
A5434,8,325,329,334,9,25,34,60,55,0,7,3,0,124.5866342,658,1.027107692,0
A5435,8,750,364,259,0,25,25,115,0,0,7,2,0,516.0138824,851,0.344866667,0
A5436,8,250,253,195,0,25,25,253,188,0,7,0,0,946.8876204,664,0.77856,0
A5437,8,250,198,87,0,25,25,178,79,0,8,0,20,0.668860681,707,0.34632,0
A5438,8,250,223,242,0,25,25,50,61,0,7,2,0,896.6615629,682,0.96768,0
A5439,8,350,265,364,14,25,39,369,461,0,7,0,0,733.0659451,657,1.0394,0
A5440,8,300,251,262,0,25,25,25,27,0,7,2,0,448.2984316,699,0.8734,0
A5441,8,300,273,256,0,25,25,50,21,0,9,2,0,524.1627961,668,0.852233333,0
A5442,8,250,233,207,0,25,25,35,0,0,9,0,0,697.0341877,714,0.82828,0
A5443,8,250,226,205,0,25,25,50,21,0,7,2,0,709.7983591,660,0.81948,0
A5444,8,400,360,343,0,25,25,30,0,0,10,3,0,906.4350648,800,0.858075,0
A5445,8,350,128,96,0,25,25,40,0,0,7,1,0,0.137295635,873,0.274314286,0
A5446,8,350,323,285,0,25,25,50,0,0,10,3,0,425.4918197,663,0.815314286,0
A5447,8,350,265,250,0,25,25,25,0,0,7,2,0,7.800261352,747,0.713228571,0
A5448,8,300,296,249,0,30,30,65,0,0,0,18,0,362.7463554,703,0.830133333,1
A5449,8,300,325,328,28,30,58,250,17,192,3,40,0,141.512852,658,1.0918,0
A5450,8,400,209,208,0,25,25,50,40,0,7,2,0,114.7416166,703,0.5195,0
A5451,8,275,231,35,0,25,25,335,132,0,7,0,0,101.6979077,853,0.125490909,0
A5452,8,300,295,302,2,25,27,25,23,0,7,2,0,39.0994303,693,1.006633333,0
A5453,8,350,58,150,0,25,25,100,185,0,7,0,0,410.3047519,826,0.428314286,0
A5454,8,400,409,354,0,25,25,100,35,0,7,3,0,239.5115996,689,0.884525,1
A5455,8,350,288,272,0,25,25,25,0,0,7,2,0,898.4528205,723,0.7782,0
A5456,8,300,282,243,0,25,25,50,0,0,9,2,0,995.0444269,717,0.810833333,0
A5457,8,250,190,189,0,25,25,60,53,0,7,-2,0,120.0169742,671,0.75544,0
A5458,8,350,324,328,0,25,25,25,19,0,7,3,0,408.9005405,671,0.937742857,0
A5459,8,350,7,166,0,25,25,17,0,160,8,8,0,993.5408746,697,0.4744,0
A5460,8,250,94,152,0,25,25,35,86,0,7,1,0,554.9675173,774,0.60892,0
A5461,8,250,320,179,0,25,25,150,0,0,7,2,0,817.3659941,692,0.7172,0
A5462,8,250,217,221,0,25,25,25,20,0,7,2,0,798.2834849,700,0.88272,0
A5463,8,400,263,224,0,25,25,50,0,0,9,2,0,340.1215047,678,0.560425,0
A5464,8,350,65,314,0,25,25,65,307,0,7,0,0,519.829429,662,0.898542857,0
A5465,8,400,380,365,0,25,25,25,0,0,7,3,0,996.278125,667,0.912075,0
A5466,8,250,244,206,0,25,25,50,1,0,9,2,0,594.9934863,728,0.82492,0
A5467,8,250,322,256,6,25,31,75,0,0,7,2,0,737.3946512,672,1.02592,1
A5468,8,300,280,289,0,30,30,30,25,0,0,15,0,739.0601752,664,0.964833333,0
A5469,8,300,352,314,14,25,39,50,0,0,10,3,0,651.9172648,683,1.047266667,0
A5470,8,350,167,146,0,25,25,30,0,0,7,1,0,481.8479665,851,0.415914286,0
A5471,8,250,116,148,0,25,25,50,72,0,8,1,0,789.1714638,696,0.59048,0
A5472,8,250,287,239,0,25,25,87,30,0,7,2,0,214.8486662,674,0.95656,1
A5473,8,300,282,269,0,25,25,25,0,0,9,2,0,826.8206824,693,0.8961,0
A5474,8,250,115,7,0,7,7,115,0,0,7,0,0,418.3309798,738,0.02824,0
A5475,8,350,180,260,0,25,25,100,171,0,7,2,0,219.429452,722,0.743314286,0
A5476,8,400,312,334,0,25,25,25,37,0,7,3,0,924.5159865,704,0.83425,0
A5477,8,400,370,283,0,25,25,380,286,0,7,0,0,191.6638094,744,0.708025,0
A5478,8,400,392,393,0,25,25,90,81,0,7,3,0,259.6713835,689,0.98315,0
A5479,8,300,273,7,0,7,7,298,25,0,7,0,0,553.1825345,933,0.023333333,0
A5480,8,250,223,215,0,25,25,30,13,0,7,2,0,889.2470793,707,0.85952,1
A5481,8,325,84,271,0,25,25,84,264,0,7,0,0,70.26868089,713,0.834615385,0
A5482,8,350,200,110,0,25,25,100,0,0,8,1,0,540.2434626,861,0.313428571,0
A5483,8,350,328,318,0,25,25,25,5,0,7,3,0,355.5821511,667,0.908742857,0
A5484,8,250,118,229,0,25,25,50,150,0,9,2,0,682.8120474,663,0.91644,0
A5485,8,425,332,401,0,25,25,25,84,0,7,3,0,932.8077206,666,0.943694118,0
A5486,8,400,317,360,0,25,25,50,84,0,7,3,0,214.4662521,738,0.901175,0
A5487,8,250,154,191,0,25,25,321,351,0,7,0,0,33.33170679,654,0.76308,0
A5488,8,300,357,286,0,30,30,311,286,0,11,0,57,93.98474234,668,0.954066667,0
A5489,8,450,14,433,0,25,25,14,426,0,7,0,0,529.0869566,667,0.962422222,0
A5490,8,300,264,271,0,25,25,41,25,0,20,2,0,87.19332188,687,0.903033333,1
A5491,8,300,215,249,0,25,25,50,73,0,9,2,0,253.2751842,677,0.8302,0
A5492,8,250,229,230,0,25,25,25,15,0,9,2,0,946.741725,668,0.91804,0
A5493,8,250,186,7,0,7,7,157,0,0,7,0,29,181.3285757,654,0.028,1
A5494,8,250,231,217,0,25,25,25,0,0,9,2,0,570.9187542,680,0.86892,0
A5495,8,250,183,205,0,25,25,25,36,0,9,2,0,274.5790742,712,0.82032,0
A5496,8,500,515,7,0,7,7,515,0,0,7,0,0,278.1925445,656,0.014,1
A5497,8,400,326,388,0,25,25,25,74,0,10,3,0,754.436103,667,0.96885,0
A5498,8,325,328,272,0,25,25,66,0,0,7,3,0,874.4887564,705,0.835446154,0
A5499,8,325,294,285,0,25,25,25,4,0,10,2,0,225.9569485,689,0.876123077,0
A5500,8,250,17,266,16,25,41,238,336,126,9,16,0,816.6463575,654,1.06316,0
A5501,8,250,221,167,0,25,25,184,122,0,7,1,0,316.7400837,697,0.66944,0
A5502,8,250,-83,202,0,25,25,0,278,0,7,0,0,284.0119166,721,0.80672,0
A5503,8,300,146,54,0,25,25,100,0,0,7,1,0,530.5627561,780,0.181433333,0
A5504,8,350,54,27,0,25,25,57,23,0,7,0,0,101.5774085,908,0.075914286,0
A5505,8,350,263,242,0,25,25,30,0,0,7,2,0,660.3983481,753,0.691314286,0
A5506,8,300,301,0,0,0,0,301,0,0,0,0,0,103.5924039,951,0,1
A5507,8,400,357,389,0,25,25,50,75,0,7,3,0,907.3272973,692,0.972175,0
A5508,8,250,77,190,0,25,25,50,156,0,9,1,0,366.7631373,735,0.75932,0
A5509,8,350,201,341,0,25,25,25,155,0,7,3,0,314.8546639,671,0.9742,0
A5510,8,400,327,311,0,25,25,25,0,0,7,1,0,592.346717,726,0.777025,0
A5511,8,350,328,313,0,25,25,25,0,0,7,3,0,76.72646777,692,0.893685714,0
A5512,8,350,362,356,6,25,31,40,21,0,10,3,0,182.3291582,,1.016542857,0
A5513,8,250,234,193,0,25,25,50,0,0,7,2,0,791.6096103,673,0.7732,1
A5514,8,250,196,230,0,25,25,25,51,0,7,2,0,741.2774304,679,0.92148,0
A5515,8,300,174,187,0,30,30,30,32,0,2,9,0,782.1345449,772,0.623033333,0
A5516,8,250,244,223,0,25,25,30,0,0,7,2,0,567.8418397,689,0.89156,1
A5517,8,300,303,299,0,25,25,28,14,0,7,2,0,494.0752694,663,0.995766667,0
A5518,8,250,256,257,7,25,32,60,49,0,9,2,0,480.2327174,662,1.0266,0
A5519,8,250,191,151,0,25,25,50,0,0,8,2,0,405.680882,776,0.60292,0
A5520,8,250,182,199,0,25,25,50,57,0,9,2,0,3.320592346,725,0.7974,0
A5521,8,250,186,188,0,25,25,25,20,0,7,0,0,19.82537656,708,0.75324,0
A5522,8,250,230,261,11,25,36,25,45,0,9,2,0,604.6417919,654,1.04352,0
A5523,8,300,376,258,0,30,30,140,0,0,0,22,0,225.0842178,669,0.8601,1
A5524,8,325,274,260,0,25,25,25,0,0,9,2,0,87.82863685,719,0.799969231,1
A5525,8,250,274,243,0,25,25,95,55,0,7,2,0,733.3208599,674,0.97056,0
A5526,8,350,7,294,0,25,25,60,340,0,7,0,0,751.5075621,686,0.839514286,0
A5527,8,300,244,230,0,25,25,25,0,0,9,2,0,963.0353618,724,0.7667,0
A5528,8,300,102,157,0,25,25,25,72,0,7,1,0,713.1955564,798,0.5226,0
A5529,8,350,-85,269,0,25,25,0,347,0,7,0,0,125.2309889,727,0.768771429,0
A5530,8,250,27,7,0,7,7,250,223,0,7,0,0,367.5394346,935,0.02856,0
A5531,8,350,310,339,0,25,25,25,45,0,7,3,0,928.481517,665,0.969142857,0
A5532,8,300,240,221,0,25,25,75,45,0,9,2,0,218.2103321,725,0.737266667,1
A5533,8,350,339,97,0,25,25,439,189,0,8,0,0,942.2349443,869,0.276485714,0
A5534,8,300,183,182,0,25,25,25,16,0,7,2,0,361.7025891,778,0.608266667,0
A5535,8,325,306,330,5,25,30,35,46,0,10,3,0,994.8940877,659,1.014923077,0
A5536,8,275,286,234,0,25,25,61,0,0,7,2,0,622.0178232,697,0.852072727,0
A5537,8,400,223,378,0,25,25,36,170,0,18,3,0,871.8896982,679,0.944775,0
A5538,8,325,315,300,0,25,25,25,0,0,7,3,0,744.5587194,682,0.922953846,0
A5539,8,250,250,219,0,25,25,40,0,0,9,0,0,617.6943503,683,0.87728,0
A5540,8,300,228,182,0,30,30,60,0,0,2,13,0,796.0851309,769,0.607866667,0
A5541,8,300,295,277,0,30,30,40,0,0,2,20,0,719.0246504,669,0.924166667,1
A5542,8,300,64,202,0,30,30,64,200,0,2,0,0,293.7719717,759,0.6726,0
A5543,8,350,193,102,0,25,25,100,0,0,7,1,0,441.3472495,849,0.290028571,0
A5544,8,300,279,284,0,25,25,36,21,0,18,2,0,870.9878928,670,0.947233333,0
A5545,8,300,186,299,0,25,25,100,201,0,10,2,0,53.4221558,667,0.9963,0
A5546,8,250,7,7,0,7,7,154,147,0,7,0,0,362.230639,817,0.028,0
A5547,8,300,287,317,17,25,42,287,310,0,7,0,0,27.70109202,658,1.058066667,0
A5548,8,425,435,380,0,25,25,125,59,0,7,3,0,379.4495777,660,0.893882353,0
A5549,8,350,323,348,0,25,25,30,46,0,7,3,0,954.5876583,660,0.993942857,0
A5550,8,450,421,410,0,25,25,25,0,0,11,3,0,323.8078809,679,0.910266667,0
A5551,8,275,321,82,0,25,25,300,75,0,19,0,32,725.3963055,852,0.299090909,1
A5552,8,250,230,178,0,25,25,100,39,0,7,2,0,378.2190592,667,0.71028,0
A5553,8,250,283,256,6,25,31,130,94,0,7,2,0,415.2485312,658,1.02552,0
A5554,8,250,79,7,0,7,7,92,13,0,7,0,0,76.29774312,932,0.028,0
A5555,8,300,418,201,0,30,30,250,8,0,0,26,0,956.0668268,714,0.670966667,1
A5556,8,325,325,155,0,25,25,150,0,0,7,2,29,596.2178195,803,0.476123077,0
A5557,8,300,310,287,0,25,25,35,0,0,10,3,0,595.9651303,674,0.9568,0
A5558,8,350,309,349,0,25,25,55,86,0,7,3,0,735.060613,660,0.997314286,0
A5559,8,250,259,253,3,25,28,259,246,0,7,0,0,805.4373032,657,1.0112,1
A5560,8,250,231,252,2,25,27,25,34,0,9,2,0,722.8949947,660,1.007,0
A5561,8,250,5,7,0,7,7,5,0,0,7,0,0,593.8032405,939,0.02712,0
A5562,8,250,252,232,0,25,25,28,0,0,7,1,0,495.1290204,685,0.92732,1
A5563,8,300,251,239,0,30,30,30,0,0,2,15,0,221.5335266,735,0.7959,0
A5564,8,300,211,215,0,30,30,30,20,0,0,15,0,92.90977622,684,0.718033333,1
A5565,8,200,208,198,0,25,25,40,19,0,9,2,0,832.2208468,706,0.9885,1
A5566,8,300,246,271,0,25,25,25,39,0,9,2,0,772.1373121,685,0.9045,0
A5567,8,350,324,261,0,25,25,75,0,0,9,2,0,561.2957957,676,0.744714286,0
A5568,8,350,270,290,0,25,25,75,85,0,7,3,0,901.987372,709,0.827542857,0
A5569,8,350,253,255,0,25,25,25,7,0,18,2,0,375.2643225,703,0.728085714,0
A5570,8,250,15,7,0,7,7,15,0,0,7,0,0,690.5561408,937,0.02676,0
A5571,8,250,241,251,1,25,26,25,26,0,7,2,0,247.9470052,666,1.0032,0
A5572,8,250,293,207,0,25,25,95,0,0,7,2,0,306.8001408,713,0.82924,0
A5573,8,350,384,344,0,25,25,50,0,0,7,3,0,644.0353509,657,0.984057143,0
A5574,8,250,169,212,0,25,25,50,84,0,7,2,0,965.0373256,683,0.84656,0
A5575,8,250,245,248,0,25,25,25,17,0,9,2,0,521.2535719,696,0.99388,0
A5576,8,250,7,241,0,25,25,35,262,0,7,0,0,912.9328694,775,0.9648,0
A5577,8,250,204,161,0,25,25,50,0,0,8,-1,0,252.148897,825,0.64412,0
A5578,8,250,196,233,0,25,25,25,51,0,9,2,0,301.2557739,688,0.93184,1
A5579,8,250,239,215,0,25,25,35,0,0,9,2,0,156.3988022,746,0.85836,0
A5580,8,325,315,300,0,25,25,25,0,0,7,2,0,91.73154644,696,0.922953846,0
A5581,8,250,279,240,0,25,25,50,0,0,9,2,0,188.7394709,,0.96104,0
A5582,8,250,235,216,0,25,25,40,10,0,9,2,0,796.2361279,685,0.86264,0
A5583,8,300,252,238,0,25,25,25,0,0,9,2,0,390.5311305,749,0.793866667,0
A5584,8,250,170,260,10,25,35,78,156,0,9,2,0,644.3298985,654,1.03948,0
A5585,8,250,253,258,8,25,33,28,20,0,11,2,0,725.1476918,669,1.03196,1
A5586,8,250,328,257,7,25,32,80,0,0,7,2,0,83.43711552,665,1.027,1
A5587,8,300,291,280,0,25,25,25,5,0,7,2,0,781.3555544,665,0.934333333,0
A5588,8,250,141,145,0,25,25,100,95,0,7,2,0,265.5529738,867,0.57896,0
A5589,8,250,200,227,0,25,25,32,50,0,7,2,0,92.68233656,730,0.9064,0
A5590,8,250,218,192,0,25,25,35,0,0,7,2,0,131.0736736,718,0.76604,0
A5591,8,250,336,179,0,25,25,136,0,0,7,2,29,77.95760559,752,0.71684,0
A5592,8,250,313,231,0,25,25,150,86,0,9,2,29,568.565964,675,0.92484,1
A5593,8,300,262,7,0,7,7,273,0,0,18,0,0,220.3562443,699,0.023333333,0
A5594,8,300,394,311,11,25,36,96,0,0,10,3,0,798.1607605,648,1.0351,0
A5595,8,250,342,243,0,25,25,110,0,0,9,2,0,504.776358,705,0.97324,1
A5596,8,250,190,252,2,25,27,80,131,0,9,2,0,460.4841292,661,1.00832,0
A5597,8,250,257,226,0,25,25,40,0,0,9,0,0,167.8829053,669,0.90556,1
A5598,8,250,238,254,4,25,29,25,30,0,9,2,0,313.0971303,659,1.01604,0
A5599,8,300,360,315,15,30,45,123,60,0,0,18,0,860.1176177,689,1.050866667,0
A5600,8,300,301,306,6,30,36,50,37,0,0,18,0,90.44828236,659,1.020533333,0
A5601,8,300,334,243,0,25,25,100,0,0,7,2,0,988.2026789,735,0.809866667,0
A5602,8,250,292,262,12,25,37,50,0,0,18,2,0,363.0103302,668,1.04712,1
A5603,8,350,103,347,0,25,25,125,261,86,7,15,0,264.3240718,663,0.992514286,0
A5604,8,350,258,234,0,25,25,50,15,0,9,2,0,46.64565208,790,0.668971429,0
A5605,8,350,349,334,0,25,25,25,0,0,7,3,0,139.7602406,,0.953,0
A5606,8,250,295,107,0,25,25,200,2,0,8,2,0,969.8091709,665,0.42892,0
A5607,8,250,-4,-5,0,0,0,249,253,0,7,-12,0,347.2835509,666,-0.02176,1
A5608,8,250,-9,-2,0,0,0,0,0,0,7,0,0,547.6611042,936,-0.00928,0
A5609,8,300,86,157,0,25,25,100,163,0,8,0,0,601.9161759,857,0.524633333,0
A5610,8,250,4,1,0,1,1,10,0,0,7,0,0,707.6577873,948,0.00392,0
A5611,8,250,248,236,0,25,25,50,26,0,9,2,0,496.6014721,662,0.94336,1
A5612,8,250,333,259,9,25,34,333,250,0,9,0,0,631.5928465,885,1.03716,1
A5613,8,250,261,260,10,25,35,200,188,0,9,2,0,46.13830807,666,1.04048,0
A5614,8,350,182,253,0,25,25,30,92,0,7,2,0,233.179289,744,0.7224,0
A5615,8,300,302,332,32,25,57,25,45,0,7,3,0,30.66923671,664,1.1058,0
A5616,8,250,117,230,0,25,25,50,155,0,9,-1,0,317.6898141,662,0.9204,0
A5617,8,300,370,229,0,30,30,140,0,0,2,22,25,457.736415,700,0.762866667,0
A5618,8,250,207,221,0,25,25,50,56,0,9,-1,0,782.6516901,661,0.8856,1
A5619,8,350,102,88,0,25,25,200,180,0,7,0,0,834.3706301,943,0.251714286,0
A5620,8,350,292,263,0,25,25,40,0,0,9,2,0,352.0608134,719,0.752314286,0
A5621,8,250,192,177,0,25,25,25,0,0,9,1,0,638.3207271,739,0.70956,0
A5622,8,300,236,44,0,25,25,200,0,0,7,1,0,79.93149126,894,0.1476,0
A5623,7,300,0,307,7,30,37,348,304,0,3,0,0,742.8206076,,1.0231,0
A5624,7,250,0,209,0,25,25,55,6,0,7,2,0,613.1170847,,0.83604,0
A5625,7,300,7,7,0,7,7,7,0,0,7,0,0,519.5912969,843,0.023333333,0
A5626,7,350,237,346,0,25,25,150,249,0,7,2,0,240.674315,672,0.9878,0
A5627,7,250,207,192,0,25,25,58,32,0,9,2,0,587.360124,668,0.76656,0
A5628,7,250,164,175,0,25,25,25,26,0,9,2,0,627.5944715,708,0.6998,0
A5629,7,400,150,230,0,25,25,30,102,0,7,2,0,359.4767766,718,0.575425,0
A5630,7,275,305,239,0,25,25,105,30,0,7,2,0,312.3339077,658,0.868763636,0
A5631,7,250,290,130,0,25,25,150,0,0,8,2,20,476.0133854,656,0.52008,0
A5632,7,350,66,40,0,25,25,170,137,0,7,0,0,497.9188395,817,0.115314286,0
A5633,7,350,319,339,0,25,25,40,47,0,10,3,0,851.3112086,655,0.968114286,0
A5634,7,250,211,225,0,25,25,30,33,0,9,2,0,285.4180023,647,0.89952,0
A5635,7,250,172,250,0,25,25,30,99,0,7,2,0,279.3021542,683,0.99904,0
A5636,7,325,305,326,1,25,26,25,36,0,7,2,0,822.9248113,648,1.003661539,0
A5637,7,350,248,244,0,25,25,50,36,0,7,2,0,621.8338115,658,0.695742857,0
A5638,7,250,132,85,0,25,25,132,84,0,8,-7,0,733.2557753,794,0.33868,0
A5639,7,350,346,352,2,25,27,30,26,0,7,3,0,631.6221175,689,1.004714286,0
A5640,7,250,216,185,0,25,25,50,0,0,18,2,0,707.5319295,711,0.74088,1
A5641,7,250,224,239,0,25,25,30,25,0,18,2,0,305.7557658,659,0.95408,0
A5642,7,250,7,7,0,7,7,7,0,0,7,0,0,136.8246343,693,0.028,0
A5643,7,250,144,238,0,25,25,50,135,0,7,2,0,651.105779,669,0.95248,0
A5644,7,250,176,231,0,25,25,25,72,0,7,2,0,269.3128719,674,0.9244,0
A5645,7,350,335,346,0,25,25,25,26,0,7,3,0,351.5649241,674,0.987885714,0
A5646,7,300,67,59,0,25,25,67,52,0,7,0,0,350.5192681,805,0.197466667,1
