ID,Months_On_Book,Credit_Limit,Opening_Balance,Ending_Balance,Over_limit_Amount,Actual_Min_Pay_Due,Total_Min_Pay_Due,Net_Payments_During_Cycle,Net_Purchases_During_Cycle,Net_Cash_Advances_During_Cycle,Net_Fees,Net_Behavior_Fees_Billed_During,Net_Concessions_Billed_During_Cy,Score1,Score2,Utility,Bad
A1520,43,300,335,306,6,20,26,40,0,0,6,5,0,330.8877868,703,1.021066667,0
A1521,43,250,246,220,0,20,20,50,12,0,8,4,0,193.0368071,747,0.88008,0
A1522,43,450,426,459,9,20,29,40,55,0,10,7,0,134.8037338,732,1.018911111,0
A1523,43,250,262,253,3,20,23,50,31,0,6,4,0,592.9778426,707,1.01296,0
A1524,43,400,371,371,0,20,20,25,13,0,6,6,0,309.8864411,691,0.927125,1
A1525,43,250,210,196,0,20,20,25,0,0,8,3,0,302.7828642,750,0.78332,0
A1526,43,500,342,293,0,20,20,60,0,0,6,6,0,918.0074035,816,0.58646,0
A1527,43,350,172,174,0,20,20,30,23,0,6,3,0,798.9630768,,0.4976,0
A1528,43,300,132,108,0,20,20,32,0,0,6,2,0,567.6745005,921,0.3589,0
A1529,43,600,12,6,0,6,6,12,0,0,6,0,0,497.3059203,1000,0.01,0
A1530,43,350,128,252,0,20,20,350,468,0,6,0,0,876.042069,810,0.719285714,0
A1531,43,800,430,243,0,20,20,200,1,0,6,6,0,551.1188286,789,0.3038875,0
A1532,43,300,242,263,0,20,20,40,50,0,8,4,0,449.9126386,778,0.8777,0
A1533,42,250,316,277,27,20,47,60,0,0,17,4,0,740.0413006,686,1.10848,0
A1534,42,250,6,6,0,6,6,6,0,0,6,0,0,758.0541077,986,0.024,0
A1535,42,450,310,403,0,20,20,20,101,0,6,6,0,707.4572838,758,0.896422222,0
A1536,42,300,353,364,64,20,84,75,75,0,6,6,0,389.0115771,708,1.2127,0
A1537,42,250,57,44,0,20,20,20,0,0,6,1,0,645.1900279,869,0.17464,0
A1538,42,300,369,250,0,20,20,129,0,0,6,4,0,420.2099719,689,0.834133333,0
A1539,42,300,252,262,0,20,20,50,0,0,56,3,0,730.5234292,724,0.872,0
A1540,42,350,313,301,0,20,20,50,28,0,6,5,0,541.9400078,724,0.861171429,0
A1541,42,400,19,6,0,6,6,19,0,0,6,0,0,312.3401544,980,0.015,0
A1542,42,250,237,209,0,20,20,40,0,0,8,4,0,455.4063454,761,0.83612,0
A1543,42,300,274,299,0,20,20,30,42,0,9,5,0,336.0744922,717,0.9981,0
A1544,42,400,367,381,0,20,20,23,24,0,6,7,0,810.7845741,711,0.9534,0
A1545,42,300,343,339,39,20,59,76,61,0,6,5,0,311.0164516,706,1.130466667,0
A1546,42,400,363,394,0,20,20,100,114,0,9,7,0,897.9069414,719,0.983875,0
A1547,42,350,6,6,0,6,6,6,0,0,6,0,0,858.0049989,995,0.017142857,0
A1548,42,550,538,486,0,20,20,100,29,0,10,9,0,973.046828,742,0.884018182,0
A1549,42,350,6,318,0,20,20,50,342,0,20,0,0,14.97628572,809,0.908342857,0
A1550,42,350,178,158,0,20,20,30,0,0,7,3,0,3.062384898,911,0.452542857,0
A1551,42,450,364,336,0,20,20,200,147,0,20,5,0,728.4195228,784,0.746422222,0
A1552,42,250,149,165,0,20,20,50,57,0,6,3,0,655.938649,789,0.65808,1
A1553,42,250,272,6,0,6,6,431,159,0,6,0,0,802.7089098,827,0.0242,0
A1554,42,300,261,300,0,20,20,20,48,0,6,5,0,152.1387289,703,0.999466667,0
A1555,42,250,253,240,0,20,20,25,0,0,8,4,0,84.02335122,720,0.96064,0
A1556,42,400,381,382,0,20,20,25,10,0,9,7,0,210.1937124,725,0.9546,0
A1557,42,350,342,339,0,20,20,25,7,0,9,6,0,404.202109,703,0.968228571,0
A1558,42,300,79,62,0,20,20,79,56,0,6,0,0,951.7030026,941,0.206933333,0
A1559,42,300,290,251,0,20,20,50,0,0,6,4,0,484.4660877,728,0.8353,1
A1560,42,350,328,321,0,20,20,50,32,0,6,5,0,30.83084731,732,0.918485714,0
A1561,42,550,522,496,0,20,20,45,0,0,10,8,0,465.0854789,738,0.901472727,0
A1562,42,300,223,197,0,20,20,35,0,0,6,4,0,312.0742347,802,0.657833333,0
A1563,42,250,126,85,0,20,20,50,0,0,7,2,0,437.6419636,901,0.33964,0
A1564,42,250,220,201,0,20,20,30,0,0,8,4,0,375.6923082,725,0.8038,0
A1565,42,450,395,421,0,20,20,40,50,0,10,7,0,922.9766026,729,0.935577778,0
A1566,42,550,533,446,0,20,20,100,0,0,6,7,0,892.956079,764,0.811781818,0
A1567,42,250,230,221,0,20,20,20,0,0,8,4,0,629.999391,744,0.88524,0
A1568,42,250,59,26,0,20,20,40,0,0,6,1,0,915.0532638,969,0.10552,0
A1569,42,350,315,359,9,20,29,40,73,0,6,5,0,375.2698302,705,1.025828571,0
A1570,42,300,317,213,0,20,20,117,0,0,8,5,0,416.5409326,712,0.708666667,0
A1571,42,300,265,216,0,20,20,60,0,0,8,4,0,355.870565,791,0.7215,0
A1572,42,350,179,141,0,20,20,179,135,0,6,0,0,48.67821898,,0.402771429,0
A1573,42,300,111,226,0,20,20,60,167,0,6,2,0,735.4741249,783,0.754833333,0
A1574,42,250,49,6,0,6,6,60,0,0,17,0,0,440.8306137,969,0.0242,1
A1575,42,400,336,392,0,20,20,100,141,0,9,6,0,722.1187367,716,0.980925,0
A1576,42,350,257,229,0,20,20,40,0,0,8,4,0,719.1255756,805,0.655571429,0
A1577,42,250,211,238,0,20,20,50,65,0,8,4,0,39.90340474,752,0.95244,0
A1578,42,400,12,397,0,20,20,50,429,0,6,0,0,130.6583655,710,0.99255,0
A1579,42,350,360,347,0,20,20,25,0,0,6,6,0,260.2936496,736,0.990714286,0
A1580,42,350,148,67,0,20,20,148,60,0,7,0,0,294.1567112,1000,0.190085714,0
A1581,42,350,293,283,0,20,20,75,55,0,6,4,0,664.143591,810,0.809457143,0
A1582,42,300,263,299,0,20,20,20,45,0,6,4,0,167.90403,734,0.996,0
A1583,42,350,12,6,0,6,6,12,0,0,6,0,0,41.33109665,986,0.017571429,0
A1584,42,350,86,215,0,20,20,86,207,0,8,0,0,631.0161231,,0.614742857,0
A1585,42,250,291,249,0,20,20,111,46,0,19,4,0,806.9410171,736,0.99644,0
A1586,42,250,173,152,0,20,20,50,20,0,6,3,0,883.4314271,708,0.60988,0
A1587,42,400,289,366,0,20,20,100,163,0,9,5,0,933.2079472,788,0.915275,0
A1588,42,625,465,378,0,20,20,100,0,0,6,8,0,485.2930062,832,0.60512,0
A1589,42,300,19,6,0,6,6,19,0,0,6,0,0,370.0705025,953,0.02,0
A1590,42,250,288,263,13,20,33,299,255,0,19,0,0,159.406423,693,1.053,0
A1591,42,550,470,6,0,6,6,470,0,0,6,0,0,480.5042859,842,0.010909091,0
A1592,41,300,261,254,0,20,20,20,0,0,8,4,0,791.1266184,772,0.846,1
A1593,41,350,313,318,0,20,20,43,34,0,9,5,0,139.7267826,954,0.9096,0
A1594,41,350,219,178,0,20,20,50,0,0,6,3,0,106.5928712,745,0.508742857,0
A1595,41,250,42,6,0,6,6,42,0,0,6,0,0,33.6788822,809,0.024,0
A1596,41,350,330,342,0,20,20,25,0,20,6,11,0,581.8636399,694,0.976257143,0
A1597,41,250,235,230,0,20,20,20,4,0,6,4,0,151.957454,723,0.919,0
A1598,41,350,254,297,0,20,20,100,131,0,9,4,0,498.6925841,711,0.848142857,0
A1599,41,350,317,309,0,20,20,50,31,0,6,6,0,377.1607299,726,0.884257143,0
A1600,41,400,147,135,0,20,20,20,0,0,6,2,0,689.6823171,836,0.336825,0
A1601,41,400,281,359,0,20,20,25,131,0,6,5,40,125.6570228,999,0.897025,0
A1602,41,550,546,510,0,20,20,50,0,0,6,9,0,648.7021387,745,0.927654546,0
A1603,41,525,448,431,0,20,20,30,0,0,6,7,0,995.9047053,748,0.821142857,0
A1604,41,450,-19,151,0,20,20,0,163,0,6,0,0,980.1547212,896,0.335,0
A1605,41,300,222,158,0,20,20,150,74,0,7,4,0,589.6300853,796,0.526733333,0
A1606,41,300,193,172,0,20,20,30,0,0,6,3,0,833.9514399,,0.5744,0
A1607,41,250,241,192,0,20,20,60,0,0,8,4,0,306.1557347,714,0.76836,0
A1608,41,300,271,247,0,20,20,76,40,0,8,5,0,465.7228812,753,0.822866667,0
A1609,41,450,303,415,0,20,20,30,131,0,6,6,0,48.37575022,755,0.922466667,0
A1610,41,300,228,254,0,20,20,30,43,0,8,4,0,808.8054884,758,0.845233333,0
A1611,41,350,331,292,0,20,20,50,0,0,6,5,0,952.2079033,800,0.833057143,0
A1612,41,350,6,6,0,6,6,6,0,0,6,0,0,516.9669098,991,0.017142857,0
A1613,41,200,136,114,0,20,20,120,91,0,6,2,0,829.9974241,787,0.57195,0
A1614,41,300,115,66,0,20,20,56,0,0,6,2,0,613.4918534,937,0.221433333,0
A1615,41,300,293,326,26,20,46,100,122,0,6,5,0,58.70147753,703,1.085866667,0
A1616,41,450,424,420,0,20,20,20,0,0,10,7,0,415.657672,727,0.934422222,0
A1617,41,300,290,281,0,20,20,20,0,0,6,5,0,428.6821109,729,0.935933333,0
A1618,41,250,141,108,0,20,20,41,0,0,6,2,0,303.1709096,824,0.43036,0
A1619,41,350,34,107,0,20,20,34,100,0,7,0,0,24.52288456,744,0.306085714,0
A1620,41,250,8,6,0,6,6,8,0,0,6,0,0,999.6094842,986,0.024,0
A1621,41,250,174,158,0,20,20,30,3,0,7,3,0,753.3760104,816,0.63076,0
A1622,41,350,263,198,0,20,20,100,23,0,8,4,0,950.7512318,830,0.564314286,0
A1623,41,350,361,362,12,20,32,60,49,0,6,6,0,46.56945981,720,1.0338,0
A1624,41,650,642,650,0,20,20,30,22,0,6,11,0,505.6338918,707,1.000507692,0
A1625,41,300,306,306,6,20,26,40,29,0,6,5,0,537.9709805,705,1.018766667,0
A1626,41,250,13,6,0,6,6,13,0,0,6,0,0,944.9200169,985,0.024,0
A1627,41,250,262,257,7,20,27,32,15,0,8,4,0,372.6590936,707,1.02844,0
A1628,41,300,254,210,0,20,20,100,45,0,6,5,0,322.2284964,764,0.699033333,1
A1629,41,300,270,253,0,20,20,30,0,0,8,4,0,925.9650844,749,0.842433333,0
A1630,41,300,327,301,1,20,21,40,0,0,9,5,0,329.6020181,698,1.0037,0
A1631,41,300,267,312,12,20,32,31,51,0,20,5,0,981.5657423,703,1.039666667,0
A1632,41,450,6,6,0,6,6,6,0,0,6,0,0,440.8362767,1000,0.013333333,0
A1633,41,200,177,166,0,20,20,21,0,0,7,3,0,959.8748564,703,0.8322,0
A1634,41,300,176,185,0,20,20,50,50,0,6,3,0,507.6496654,812,0.616,0
A1635,41,300,210,107,0,20,20,210,101,0,6,0,0,73.75948786,776,0.356366667,1
A1636,41,300,283,273,0,20,20,20,0,0,6,5,0,275.3018049,735,0.910966667,0
A1637,41,250,161,144,0,20,20,30,4,0,6,2,0,280.0561522,835,0.57496,0
A1638,41,575,125,109,0,20,20,25,0,0,7,2,0,579.1357994,942,0.189965217,0
A1639,41,550,34,-3,0,0,0,150,107,0,6,0,0,856.7707116,974,-0.004690909,0
A1640,41,300,285,290,0,20,20,25,19,0,6,5,0,422.5495493,706,0.9666,0
A1641,41,350,288,170,0,20,20,200,72,0,6,4,0,539.3229224,700,0.485857143,0
A1642,41,300,76,21,0,20,20,76,15,0,6,0,0,345.7651812,972,0.069166667,0
A1643,41,250,170,144,0,20,20,50,15,0,6,2,0,546.5941245,825,0.57404,0
A1644,41,250,216,197,0,20,20,30,0,0,8,3,0,13.60092345,774,0.78692,1
A1645,41,400,207,336,0,20,20,41,124,0,42,4,0,429.3982208,,0.839975,0
A1646,41,450,365,330,0,20,20,50,0,0,9,6,0,304.2881854,789,0.733088889,0
A1647,41,300,153,141,0,20,20,20,0,0,6,2,0,670.8915373,856,0.471566667,0
A1648,41,250,252,232,0,20,20,30,0,0,6,4,0,173.9888883,733,0.92784,0
A1649,41,300,273,289,0,20,20,20,23,0,9,5,0,340.5614252,717,0.9634,0
A1650,41,300,35,61,0,20,20,118,126,0,18,0,0,551.2911601,922,0.201766667,0
A1651,41,300,267,258,0,20,20,20,0,0,6,4,0,291.583858,774,0.858666667,0
A1652,41,300,271,261,0,20,20,20,0,0,6,4,0,231.3973835,770,0.871133333,0
A1653,41,300,350,314,14,20,34,50,0,0,20,6,11,886.6408922,715,1.047666667,1
A1654,41,300,334,286,0,20,20,60,0,0,6,5,0,455.6257664,713,0.951833333,0
A1655,41,450,105,63,0,20,20,50,0,0,7,2,0,301.2897352,991,0.140866667,0
A1656,41,300,262,222,0,20,20,300,252,0,8,0,0,543.0002285,780,0.74,0
A1657,41,400,77,6,0,6,6,77,0,0,6,0,0,366.5729421,972,0.015,0
A1658,41,300,311,271,0,20,20,51,0,0,6,5,0,623.8738657,716,0.9017,1
A1659,41,300,282,308,8,20,28,35,48,0,9,5,0,383.8655711,722,1.026833333,0
A1660,41,300,287,280,0,20,20,20,0,0,8,5,0,220.855492,711,0.933266667,1
A1661,41,300,297,268,0,20,20,40,0,0,6,5,0,655.202219,773,0.8937,0
A1662,41,400,296,348,0,20,20,40,82,0,6,5,0,496.0701575,780,0.870575,0
A1663,41,300,342,303,3,20,23,353,297,0,17,0,0,202.882933,685,1.009433333,0
A1664,40,400,237,375,0,20,20,20,144,0,9,5,0,569.7034029,729,0.938525,0
A1665,40,250,250,240,0,20,20,20,0,0,6,4,0,257.2890528,747,0.9586,0
A1666,40,250,377,364,114,20,134,25,0,0,6,6,0,655.5153326,656,1.4542,0
A1667,40,250,155,229,0,20,20,50,115,0,6,4,0,435.1805415,750,0.91744,0
A1668,40,425,428,420,0,20,20,25,0,0,10,7,0,689.603942,714,0.988705882,0
A1669,40,250,189,257,7,20,27,75,133,0,6,4,0,945.2553536,770,1.02832,0
A1670,40,300,209,121,0,20,20,120,21,0,7,3,0,842.4420768,868,0.4019,0
A1671,40,350,346,351,1,20,21,21,14,0,6,6,0,600.5087873,706,1.002142857,0
A1672,40,450,317,367,0,20,20,30,67,0,6,6,0,361.5647511,723,0.814888889,0
A1673,40,425,412,18,0,18,18,412,12,0,6,0,0,781.648701,970,0.042070588,0
A1674,40,250,215,226,0,20,20,25,27,0,6,4,0,942.2151781,736,0.90528,0
A1675,40,350,269,299,0,20,20,20,39,0,6,4,0,185.672237,772,0.8534,0
A1676,40,350,174,163,0,20,20,20,0,0,6,3,0,578.1174007,861,0.465257143,0
A1677,40,300,118,198,0,20,20,100,169,0,8,3,0,920.265677,749,0.659333333,0
A1678,40,300,272,262,0,20,20,20,0,0,6,4,0,403.0654492,764,0.8741,0
A1679,40,350,303,321,0,20,20,20,26,0,6,5,0,992.8918223,734,0.9166,0
A1680,40,350,339,283,0,20,20,100,30,0,9,5,0,854.464387,744,0.809371429,0
A1681,40,300,215,125,0,20,20,100,0,0,6,3,0,105.7505359,930,0.415066667,0
A1682,40,325,306,292,0,20,20,25,0,0,6,5,0,613.9334765,761,0.897353846,0
A1683,40,400,0,365,0,20,20,22,359,0,17,0,0,697.8359671,,0.913675,1
A1684,40,250,217,176,0,20,20,50,0,0,6,3,0,774.3263748,718,0.70588,0
A1685,40,300,285,266,0,20,20,30,0,0,6,4,0,664.7354844,710,0.885633333,0
A1686,40,575,458,540,0,20,20,45,108,0,11,9,0,172.7414025,724,0.939165217,0
A1687,40,300,369,331,31,20,51,50,0,0,6,5,0,989.2020365,691,1.1017,0
A1688,40,500,6,6,0,6,6,6,0,0,6,0,0,636.3892168,995,0.012,0
A1689,40,350,293,286,0,20,20,20,0,0,9,5,0,822.7376479,751,0.818342857,0
A1690,40,350,318,269,0,20,20,60,0,0,6,5,0,858.8223537,761,0.768485714,1
A1691,40,300,130,6,0,6,6,130,0,0,6,0,0,697.0076456,982,0.02,0
A1692,40,600,311,494,0,20,20,161,351,0,17,6,29,958.7497448,743,0.8241,0
A1693,40,300,82,164,0,20,20,20,94,0,6,1,0,577.5819887,745,0.545866667,0
A1694,40,300,192,132,0,20,20,75,6,0,6,2,0,102.3276661,913,0.439066667,0
A1695,40,300,184,224,0,20,20,40,69,0,8,3,0,634.3857907,711,0.747666667,0
A1696,40,300,338,298,0,20,20,80,25,0,9,5,0,226.8366744,699,0.991833333,0
A1697,40,250,180,224,0,20,20,75,110,0,6,4,0,932.5387193,741,0.8976,0
A1698,40,250,6,83,0,20,20,49,119,0,7,0,0,930.3355202,994,0.33336,0
A1699,40,450,328,315,0,20,20,25,0,0,6,5,0,382.036849,789,0.699666667,1
A1700,40,275,183,201,0,20,20,50,57,0,8,4,0,487.0358869,716,0.730254546,0
A1701,40,350,131,289,0,20,20,31,178,0,9,2,0,470.6420229,764,0.824457143,0
A1702,40,350,258,244,0,20,20,25,0,0,6,4,0,159.6159962,795,0.695714286,0
A1703,40,300,370,226,0,20,20,154,0,0,6,4,0,627.8258136,762,0.753166667,1
A1704,40,350,414,224,0,20,20,327,155,0,8,2,29,340.4162836,712,0.638742857,0
A1705,40,275,144,113,0,20,20,61,21,0,7,2,0,94.76606218,881,0.411890909,0
A1706,40,250,82,64,0,20,20,25,0,0,6,1,0,720.2070685,927,0.25712,0
A1707,40,250,270,222,0,20,20,60,0,0,8,4,0,1.662457855,729,0.88976,0
A1708,40,375,383,367,0,20,20,60,28,0,9,6,0,282.1708025,713,0.977706667,0
A1709,40,400,159,218,0,20,20,59,108,0,6,4,0,973.8319823,838,0.54525,0
A1710,40,300,293,282,0,20,20,30,6,0,8,5,0,786.0098903,718,0.940733333,0
A1711,40,300,310,293,0,20,20,30,2,0,6,5,0,420.9014784,,0.9769,0
A1712,40,350,362,309,0,20,20,100,32,0,9,5,0,922.2131846,726,0.882542857,0
A1713,40,400,403,389,0,20,20,30,0,0,9,7,0,431.8717957,712,0.9732,0
A1714,40,250,36,79,0,20,20,100,137,0,6,0,0,831.6320151,899,0.31592,0
A1715,40,250,233,225,0,20,20,20,0,0,8,4,0,306.1841046,761,0.89948,0
A1716,40,250,133,91,0,20,20,50,0,0,6,2,0,160.281178,896,0.3638,0
A1717,40,350,19,19,0,19,19,19,13,0,6,0,0,588.1123153,982,0.054742857,0
A1718,40,350,333,325,0,20,20,20,0,0,6,5,0,16.51145819,730,0.927571429,0
A1719,40,350,235,42,0,20,20,200,0,0,17,1,11,827.0516817,948,0.120371429,0
A1720,40,300,300,305,5,20,25,22,13,0,9,5,0,483.6846972,706,1.016266667,0
A1721,40,400,395,120,0,20,20,395,86,22,7,5,0,910.7288224,853,0.2991,0
A1722,40,350,14,249,0,20,20,14,243,0,6,0,0,594.4820534,792,0.710028571,0
A1723,40,300,314,314,14,20,34,34,20,0,9,5,0,69.10686327,701,1.0465,0
A1724,40,250,158,117,0,20,20,50,0,0,6,3,0,639.2094999,866,0.46696,0
A1725,40,250,165,151,0,20,20,50,27,0,6,3,0,118.0165247,828,0.60204,0
A1726,40,300,197,218,0,20,20,50,60,0,8,3,0,123.2953211,778,0.728,0
A1727,40,400,446,401,1,20,21,100,71,0,6,7,29,126.3767234,694,1.00275,0
A1728,40,275,309,150,0,20,20,300,131,0,7,3,0,395.4869715,695,0.544145455,0
A1729,40,250,189,204,0,20,20,20,26,0,6,3,0,155.7972407,747,0.8168,0
A1730,40,250,200,134,0,20,20,75,0,0,6,3,0,306.918042,829,0.53508,0
A1731,40,250,111,6,0,6,6,440,329,0,6,0,0,45.3340996,750,0.024,0
A1732,40,300,292,305,5,20,25,20,20,0,9,5,0,223.3827708,709,1.0176,0
A1733,40,400,19,191,0,20,20,206,372,0,6,0,0,724.431108,702,0.47705,0
A1734,39,300,28,337,37,20,57,20,320,0,6,3,0,352.3324826,707,1.1218,0
A1735,39,250,252,247,0,20,20,30,15,0,6,4,0,318.7135524,715,0.9892,0
A1736,39,400,290,281,0,20,20,20,0,0,6,5,0,497.8456235,797,0.7016,0
A1737,39,600,487,486,0,20,20,20,0,0,10,8,0,53.69379935,748,0.809566667,0
A1738,39,450,415,421,0,20,20,22,15,0,6,7,0,568.7868626,721,0.936377778,0
A1739,39,350,249,251,0,20,20,35,27,0,6,4,0,891.2125725,792,0.717257143,0
A1740,39,900,-29,-158,0,0,0,135,0,0,6,0,0,907.6052697,1000,-0.175555556,0
A1741,39,250,241,231,0,20,20,20,0,0,6,4,0,51.05510299,754,0.92484,0
A1742,39,600,503,581,0,20,20,50,112,0,6,10,0,643.5704042,742,0.9675,0
A1743,39,250,256,255,5,20,25,26,13,0,8,4,0,816.6168193,708,1.02176,0
A1744,39,250,47,153,0,20,20,50,148,0,7,0,0,282.2959065,824,0.61204,0
A1745,39,375,243,322,0,20,20,50,119,0,6,5,0,118.6564381,750,0.858933333,0
A1746,39,250,229,206,0,20,20,100,66,0,8,3,0,666.1295035,821,0.82516,0
A1747,39,250,0,237,0,20,20,20,46,0,8,4,0,530.869027,,0.94776,0
A1748,39,250,251,252,2,20,22,25,13,0,8,4,0,803.374742,736,1.0064,0
A1749,39,250,232,224,0,20,20,20,0,0,8,4,0,274.161457,748,0.89588,0
A1750,39,300,279,222,0,20,20,70,0,0,8,4,0,718.3758662,754,0.738533333,0
A1751,39,250,-2,4,0,4,4,0,0,0,6,0,0,709.5292797,988,0.01564,0
A1752,39,400,41,35,0,20,20,41,29,0,6,0,0,649.4998385,973,0.0872,0
A1753,39,500,519,232,0,20,20,300,0,0,8,5,0,996.9459134,849,0.46322,1
A1754,39,250,222,233,0,20,20,20,21,0,6,4,0,496.9931615,734,0.93056,0
A1755,39,300,498,492,192,20,212,20,0,0,6,8,0,712.8191226,640,1.6396,0
A1756,39,250,139,108,0,20,20,40,0,0,7,2,0,193.5186183,862,0.43392,0
A1757,39,625,123,80,0,20,20,50,0,0,6,1,0,404.4782907,960,0.128496,0
A1758,39,450,391,27,0,20,20,391,21,0,6,0,0,881.5848479,980,0.059711111,0
A1759,39,400,380,372,0,20,20,20,0,0,6,6,0,617.8828227,719,0.931025,0
A1760,39,350,21,11,0,11,11,21,5,0,6,0,0,793.2841621,989,0.0316,0
A1761,39,250,223,234,0,20,20,20,22,0,6,4,0,299.0362102,714,0.93708,0
A1762,39,250,0,6,0,6,6,235,0,0,6,0,40,142.073983,,0.024,0
A1763,39,250,210,249,0,20,20,50,79,0,6,3,0,659.9959989,710,0.9942,0
A1764,39,550,438,381,0,20,20,70,0,0,6,7,0,822.2652856,,0.692254546,0
A1765,39,250,241,233,0,20,20,20,0,0,8,4,0,435.521556,737,0.93264,1
A1766,39,750,600,576,0,20,20,40,0,0,6,10,0,887.7233357,775,0.76752,0
A1767,39,250,182,132,0,20,20,60,0,0,7,3,0,1.813645917,849,0.52788,0
A1768,39,350,42,24,0,20,20,25,0,0,6,1,0,584.3253336,987,0.067514286,0
A1769,39,300,318,284,0,20,20,58,0,0,20,4,0,897.4371808,714,0.9462,0
A1770,39,250,140,260,10,20,30,20,131,0,6,3,0,959.3639689,710,1.0384,0
A1771,39,350,242,232,0,20,20,20,0,0,6,4,0,363.9904426,,0.663485714,0
A1772,39,250,269,240,0,20,20,40,0,0,6,4,0,951.0904574,717,0.95832,0
A1773,39,250,125,53,0,20,20,125,46,0,6,0,0,701.9466101,992,0.2126,0
A1774,39,200,91,64,0,20,20,127,94,0,6,0,0,665.2142499,951,0.32,0
A1775,39,400,415,410,10,20,30,35,17,0,6,7,0,49.47066684,714,1.0243,0
A1776,39,250,247,253,3,20,23,50,46,0,6,4,0,315.1108347,755,1.01064,0
A1777,39,250,194,184,0,20,20,20,0,0,6,3,0,514.5166585,814,0.734,0
A1778,39,250,374,349,99,20,119,40,0,0,9,6,0,523.2102365,663,1.39512,1
A1779,39,300,305,303,3,20,23,30,17,0,6,5,0,948.6469669,706,1.010533333,0
A1780,39,500,379,440,0,20,20,379,434,0,6,0,0,472.2210646,943,0.87984,0
A1781,39,450,362,407,0,20,20,40,73,0,6,6,0,746.9915581,763,0.904577778,0
A1782,39,300,293,284,0,20,20,20,0,0,6,5,0,345.1537706,717,0.945166667,1
A1783,39,400,365,395,0,20,20,20,34,0,9,6,0,145.8695982,710,0.9884,0
A1784,39,425,374,347,0,20,20,50,0,0,17,6,0,152.2348928,758,0.816541177,0
A1785,39,300,291,281,0,20,20,20,0,0,6,5,0,877.3461693,717,0.938233333,0
A1786,39,350,419,385,35,20,55,50,0,0,9,7,0,921.2064487,706,1.100257143,0
A1787,39,350,344,360,10,20,30,35,37,0,9,6,0,816.8328565,733,1.029657143,0
A1788,39,300,259,23,0,20,20,259,17,0,6,0,0,16.96168966,965,0.0776,1
A1789,38,250,116,104,0,20,20,20,0,0,6,2,0,894.064207,880,0.41596,0
A1790,38,250,240,262,12,20,32,20,30,0,8,4,0,831.4680225,721,1.04924,0
A1791,38,525,502,501,0,20,20,30,10,0,10,8,0,363.6079501,703,0.953980952,0
A1792,38,250,323,279,29,20,49,55,0,0,6,5,0,631.0747382,760,1.1156,0
A1793,38,575,483,446,0,20,20,100,49,0,6,8,0,704.2921662,758,0.775617391,0
A1794,38,450,380,366,0,20,20,30,0,0,9,6,0,876.085454,741,0.813022222,0
A1795,38,450,147,6,0,6,6,147,0,0,6,0,0,572.9698512,926,0.013333333,0
A1796,38,275,266,251,0,20,20,25,0,0,6,4,0,152.992867,737,0.9128,0
A1797,38,625,627,627,2,20,22,22,0,0,12,10,0,88.05518471,704,1.003152,0
A1798,38,350,337,329,0,20,20,20,0,0,6,6,0,913.3760259,743,0.939542857,0
A1799,38,250,194,184,0,20,20,20,0,0,8,3,0,556.9270829,789,0.73692,0
A1800,38,250,248,232,0,20,20,50,24,0,6,4,0,645.7739838,734,0.92628,0
A1801,38,250,244,253,3,20,23,75,74,0,6,4,0,694.7843957,710,1.01,0
A1802,38,300,262,232,0,20,20,40,0,0,6,4,0,313.1770855,776,0.773433333,0
A1803,38,350,209,158,0,20,20,60,0,0,6,3,0,561.9723161,883,0.451571429,0
A1804,38,350,341,364,14,20,34,20,31,0,6,6,0,672.2282817,703,1.040342857,0
A1805,38,450,351,364,0,20,20,150,148,0,9,6,0,640.1108564,842,0.809844444,0
A1806,38,250,255,235,0,20,20,30,0,0,6,4,0,434.7126138,711,0.94104,0
A1807,38,300,298,304,4,20,24,20,15,0,6,5,0,989.951502,703,1.013066667,0
A1808,38,250,240,230,0,20,20,20,0,0,6,4,0,166.4356336,734,0.92108,1
A1809,38,350,206,285,0,20,20,20,87,0,9,4,0,830.0958486,750,0.814971429,0
A1810,38,300,292,272,0,20,20,30,0,0,6,5,0,92.29490992,735,0.908066667,0
A1811,38,350,320,311,0,20,20,20,0,0,6,5,0,857.956791,738,0.889142857,0
A1812,38,300,296,240,0,20,20,40,0,0,8,4,29,288.2941916,767,0.798633333,0
A1813,38,300,291,287,0,20,20,20,5,0,6,5,0,365.344757,706,0.956533333,0
A1814,38,250,253,42,0,20,20,253,36,0,6,0,0,901.479469,,0.16692,0
A1815,38,300,162,121,0,20,20,50,0,0,7,2,0,887.7273798,885,0.404466667,0
A1816,38,400,390,378,0,20,20,25,0,0,6,6,0,244.4622761,735,0.944425,0
A1817,38,250,182,211,0,20,20,251,263,0,17,0,0,552.0131341,989,0.84476,0
A1818,38,400,6,6,0,6,6,6,0,0,6,0,0,405.2283605,984,0.015125,0
A1819,38,400,256,352,0,20,20,30,112,0,9,5,0,710.259831,728,0.879025,0
A1820,38,250,219,209,0,20,20,20,0,0,6,3,0,304.6945158,752,0.8346,0
A1821,38,275,295,250,0,20,20,80,24,0,6,4,0,623.898178,716,0.907781818,0
A1822,38,350,206,235,0,20,20,40,60,0,6,3,0,1.282849946,798,0.671828571,0
A1823,38,250,210,201,0,20,20,20,0,0,8,3,0,363.9037307,769,0.80492,0
A1824,38,425,334,339,0,20,20,50,44,0,6,5,0,693.2506132,779,0.797411765,0
